Ad asset report
"December 8, 2025 - January 6, 2026"
Conversion action,Asset status,Asset,Asset type,Level,Status,Status reason,Added by,Last updated,Currency code,TrueView avg. CPV,Avg. CPM,Impr.,Interactions,Interaction rate,Avg. cost,Cost,Clicks,CTR,Avg. CPC,Conversions,Cost / conv.,Conv. rate,Conv. value,Conv. value / cost,Conv. value / click,Value / conv.,All conv.,Cost / all conv.,All conv. rate,All conv. value,All conv. value / cost,All conv. value / click,Value / all conv.,All conv. (by conv. time),All conv. value (by conv. time),Value / all conv. (by conv. time),Campaign ID,Ad group ID,Item ID,Policy details,Ad group,Campaign,Phone calls,Phone impr.,PTR
Wright's - GA4 (web) request_an_estimate,Paused,"Casement Windows
https://wrightsimpactwindowanddoor.com/impact-windows/impact-windows-casement-windows/?_location=mc",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:44 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1586071152,0,83190179962,, --,County: Martin/Lucie - Window,0,0,0
Wright's - GA4 (web) request_estimate,Paused,"Hurricane Impact Doors
Protect Your Home & Family with
Hurricane-Rated Impact Doors.
https://wrightsimpactwindowanddoor.com/impact-doors/?_location=mc",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:44 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1586071152,0,23811751375,, --,County: Martin/Lucie - Window,0,0,0
Wright's - GA4 (web) request_estimate,Enabled,https://tpc.googlesyndication.com/simgad/2217930104221477222,Image,Campaign,Eligible,,Advertiser,"Sep 25, 2023, 4:57 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1688091553,0,53334740649,, --,County: Lee - Door,0,0,0
Calls From Ads,Paused,"About Wright's
Learn About South Florida's Premier
Hurricane Window & Door Company.
https://wrightsimpactwindowanddoor.com/about-us/?_location=pc",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:44 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1688092057,0,23811751246,, --,County: Sarasota - Door,0,0,0
Wright's - GA4 (web) request_an_estimate,Enabled,https://tpc.googlesyndication.com/simgad/2217930104221477222,Image,Campaign,Eligible,,Advertiser,"Sep 25, 2023, 4:57 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1688092057,0,53334740649,, --,County: Sarasota - Door,0,0,0
Clicks to call,Paused,"Wright's Guarantees
100% Money Back Guarantee.
100% Lifetime Guarantee. See More.
https://wrightsimpactwindowanddoor.com/our-guarantee/?_location=pc",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:44 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1419493618,0,23811751864,, --,County: Palm Beach & Hendry - Window,0,0,0
Stream - Request an Estimate - Google Ads,Paused,"Wright's Guarantees
100% Money Back Guarantee.
100% Lifetime Guarantee. See More.
https://wrightsimpactwindowanddoor.com/our-guarantee/?_location=pc",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:44 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1419493618,0,23811751864,, --,County: Palm Beach & Hendry - Window,0,0,0
Wright's - GA4 (web) estimate_form,Paused,"Amenities:100% Worry Free Guarantee,100% Money Back Guarantee,100% Lifetime Guarantee",Structured snippet,Account,Paused,Paused,Advertiser,"Sep 23, 2025, 6:22 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,0,0,23814355265,, --, --,0,0,0
Calls From Ads,Paused,"The Wright Way
Learn How Wright's Protects Your
Home During An Installation
https://wrightsimpactwindowanddoor.com/blog/installing-windows-doors-the-wrights-way/?_location=pc",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:44 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1419493618,0,23811751258,, --,County: Palm Beach & Hendry - Window,0,0,0
Wright's - GA4 (web) unbounce_submission,Paused,"Wright's Guarantees
100% Money Back Guarantee.
100% Lifetime Guarantee. See More.
https://wrightsimpactwindowanddoor.com/our-guarantee/?_location=pb",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:44 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1707794837,0,23811751726,, --,Branded - Search,0,0,0
Wright's - GA4 (web) request_estimate,Paused,"Wright's Guarantees
100% Money Back Guarantee.
100% Lifetime Guarantee. See More.
https://wrightsimpactwindowanddoor.com/our-guarantee/?_location=pb",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:44 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1707794837,0,23811751726,, --,Branded - Search,0,0,0
Wright's - GA4 (web) request_an_estimate,Paused,"Photo Gallery
Browse Our Photo Gallery of Impact
Windows and Doors Today!
https://wrightsimpactwindowanddoor.com/gallery/?_location=brevard",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:45 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,15207425943,0,23811751825,, --,County: Brevard - Door,0,0,0
Lead form - Submit,Paused,"Photo Gallery
Browse Our Photo Gallery of Impact
Windows and Doors Today!
https://wrightsimpactwindowanddoor.com/gallery/?_location=brevard",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:45 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,15207425943,0,23811751825,, --,County: Brevard - Door,0,0,0
Unbounce Landing Page Submission (http://wrightsimpactwindowanddoor.com (WPFX)),Enabled,"Amenities:100% Worry Free Guarantee,100% Money Back Guarantee,100% Lifetime Guarantee",Structured snippet,Campaign,Eligible,,Advertiser,"Feb 16, 2022, 5:01 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1404551172,0,23814355265,, --,County: Broward - Door,0,0,0
Unbounce Landing Page Submission (http://wrightsimpactwindowanddoor.com (WPFX)),Paused,"The Wright Way
Learn How Wright's Protects Your
Home During An Installation
https://wrightsimpactwindowanddoor.com/blog/installing-windows-doors-the-wrights-way/?_location=pc",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:44 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1419493618,0,23811751258,, --,County: Palm Beach & Hendry - Window,0,0,0
Local actions - Other engagements,Enabled,Pre-Qualify in Minutes,Callout,Campaign,Eligible,,Advertiser,"Feb 16, 2022, 4:54 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1707794837,0,23852556969,, --,Branded - Search,0,0,0
Unbounce Form - Google Ads,Enabled,Pre-Qualify in Minutes,Callout,Campaign,Eligible,,Advertiser,"Feb 16, 2022, 4:54 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1707794837,0,23852556969,, --,Branded - Search,0,0,0
Wright's - GA4 (web) request_estimate,Enabled,Pre-Qualify in Minutes,Callout,Campaign,Eligible,,Advertiser,"Feb 16, 2022, 4:54 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1707794837,0,23852556969,, --,Branded - Search,0,0,0
ctm_call,Paused,"Wright's Guarantees
100% Money Back Guarantee.
100% Lifetime Guarantee. See More.
https://wrightsimpactwindowanddoor.com/our-guarantee/?_location=pb",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:44 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1707794837,0,23811751726,, --,Branded - Search,0,0,0
MCFX - SQL,Paused,"Photo Gallery
Browse Our Photo Gallery of Impact
Windows and Doors Today!
https://wrightsimpactwindowanddoor.com/gallery/?_location=brevard",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:45 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,15207425943,0,23811751825,, --,County: Brevard - Door,0,0,0
Local actions - Website visits,Paused,"The Wright Way
Learn How Wright's Protects Your
Home During An Installation
https://wrightsimpactwindowanddoor.com/blog/installing-windows-doors-the-wrights-way/?_location=pc",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:44 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1419493618,0,23811751258,, --,County: Palm Beach & Hendry - Window,0,0,0
Unbounce Form - Google Ads,Paused,"The Wright Way
Learn How Wright's Protects Your
Home During An Installation
https://wrightsimpactwindowanddoor.com/blog/installing-windows-doors-the-wrights-way/?_location=pc",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:44 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1419493618,0,23811751258,, --,County: Palm Beach & Hendry - Window,0,0,0
Wright's - GA4 (web) request_estimate,Paused,"Our Process
https://offer.wrightsimpactwindowanddoor.com/get-a-quote/windows/ga/o-6-lightbox.html?location=bc",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:45 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,21115164368,0,178089366213,, --,Miami - PMAX - WFX,0,0,0
Wright's - GA4 (web) unbounce_submission,Enabled,Pre-Qualify in Minutes,Callout,Campaign,Eligible,,Advertiser,"Feb 16, 2022, 4:54 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1707794837,0,23852556969,, --,Branded - Search,0,0,0
Wright's - GA4 (web) sc_form_submission,Paused,"Arch Windows
Elegant Arch Windows For Any Home
Designed To Enhance Natural Light
https://wrightsimpactwindowanddoor.com/arch-windows/",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:45 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,22158869891,0,213954875433,, --,2TON - Palm Beach - Search - Window,0,0,0
MCFX - SQL,Paused,"Financing Options
Don't Let Cost Prevent You From
Protecting Your Home.
https://wrightsimpactwindowanddoor.com/financing/?_location=bc",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:44 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1404551172,0,23811751630,, --,County: Broward - Door,0,0,0
MCFX - Sale,Paused,"Financing Options
Don't Let Cost Prevent You From
Protecting Your Home.
https://wrightsimpactwindowanddoor.com/financing/?_location=bc",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:44 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1404551172,0,23811751630,, --,County: Broward - Door,0,0,0
MCFX - Sale,Paused,"Impact Front Doors
https://wrightsimpactwindowanddoor.com/impact-doors/front-doors/?_location=pc",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:44 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1586071158,0,83201133515,, --,County: Palm Beach & Hendry - Door,0,0,0
Wright's - GA4 (web) request_estimate,Enabled,(561) 250-8988,Call,Campaign,Eligible,,Advertiser,"Oct 31, 2024, 4:23 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,20755963083,0,180716796996,, --,2TON - Remarketing,0,0,0
Wright's - GA4 (web) request_estimate,Paused,"Financing Options
Don't Let Cost Prevent You From
Protecting Your Home.
https://wrightsimpactwindowanddoor.com/financing/?_location=lc",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:44 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1682689850,0,23811751708,Consumer Finance (Not restricted), --,County: Lee - Window,0,0,0
Unbounce Form - Google Ads,Enabled,Hurricane Entry Doors,Callout,Ad group,Eligible,,Advertiser,"Aug 10, 2023, 8:32 AM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,15207425943,132419750151,95431670269,,Hurricane Door - #1,County: Brevard - Door,0,0,0
Request An Estimate (http://wrightsimpactwindowanddoor.com (WPFX)),Paused,"Impact Front Doors
https://wrightsimpactwindowanddoor.com/impact-doors/front-doors/?_location=pc",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:44 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1586071158,0,83201133515,, --,County: Palm Beach & Hendry - Door,0,0,0
Wright's - GA4 (web) unbounce_submission,Paused,"Customer Reviews
Read Testimonials From Customers of
Wright's Impact Window & Door.
https://wrightsimpactwindowanddoor.com/testimonials/?_location=md",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:44 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1468929344,0,23811751636,, --,County: Miami-Dade - Door,0,0,0
Calls From Ads,Paused,"Hurricane Impact Doors
Protect Your Home & Family with
Hurricane-Rated Impact Doors.
https://wrightsimpactwindowanddoor.com/impact-doors/?_location=sc",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:44 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1682679308,0,23811737263,, --,County: Sarasota - Window,0,0,0
Wright's - GA4 (web) unbounce_submission,Enabled,Hurricane Entry Doors,Callout,Ad group,Eligible,,Advertiser,"Aug 10, 2023, 8:32 AM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,15207425943,132419750151,95431670269,,Hurricane Door - #1,County: Brevard - Door,0,0,0
Local actions - Other engagements,Paused,"Financing Options
Don't Let Cost Prevent You From
Protecting Your Home.
https://wrightsimpactwindowanddoor.com/financing/?_location=bc",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:44 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1404551172,0,23811751630,, --,County: Broward - Door,0,0,0
ctm_call,Enabled,(561) 250-8988,Call,Campaign,Eligible,,Advertiser,"Oct 31, 2024, 4:23 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,20755963083,0,180716796996,, --,2TON - Remarketing,0,0,0
Calls From Ads,Enabled,"Financing Options
Don't Let Cost Prevent You From
Protecting Your Home.
https://wrightsimpactwindowanddoor.com/financing/?_location=bc",Sitelink,Campaign,Eligible,,Advertiser,"Feb 16, 2022, 4:45 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,16067095171,0,23811751630,, --,County: Broward - Door Unbounce Landing Page vs. Website - Broward Door - WFX,0,0,0
Wright's - GA4 (web) unbounce_landing_page_submission,Enabled,(941) 260-2800,Call,Campaign,Eligible,,Advertiser,"Oct 14, 2024, 2:49 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,21814023562,0,177433307857,, --,2TON - West Coast - Performance Max,0,0,0
Stream - Request an Estimate - Google Ads,Enabled,(941) 260-2800,Call,Campaign,Eligible,,Advertiser,"Oct 14, 2024, 2:49 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,21814023562,0,177433307857,, --,2TON - West Coast - Performance Max,0,0,0
ctm_call,Enabled,(941) 260-2800,Call,Campaign,Eligible,,Advertiser,"Oct 14, 2024, 2:49 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,21814023562,0,177433307857,, --,2TON - West Coast - Performance Max,0,0,0
MCFX - SQL,Paused,"Impact Patio Doors
https://wrightsimpactwindowanddoor.com/impact-doors/patio-doors/?_location=brevard",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:45 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,15207425943,0,83183708308,, --,County: Brevard - Door,0,0,0
Wright's - GA4 (web) unbounce_landing_page_submission,Paused,"Financing Options
Don't Let Cost Prevent You From
Protecting Your Home.
https://wrightsimpactwindowanddoor.com/financing/?_location=lc",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:44 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1682689850,0,23811751708,Consumer Finance (Not restricted), --,County: Lee - Window,0,0,0
Unbounce Landing Page Submission (http://wrightsimpactwindowanddoor.com (WPFX)),Paused,"Financing Options
Don't Let Cost Prevent You From
Protecting Your Home.
https://wrightsimpactwindowanddoor.com/financing/?_location=cc",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:44 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1688091730,0,23811751372,Consumer Finance (Not restricted), --,County: Collier - Window,0,0,0
MCFX - SQL,Paused,"Request An Estimate
Schedule Your Free Estimate From
Wright's Impact Window & Door Today
https://wrightsimpactwindowanddoor.com/request-estimate/?_location=lc",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:44 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1682689850,0,23811751168,, --,County: Lee - Window,0,0,0
MCFX - SQL,Paused,"Impact Front Doors
https://wrightsimpactwindowanddoor.com/impact-doors/front-doors/?_location=sc",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:44 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1688092057,0,83187434107,, --,County: Sarasota - Door,0,0,0
Stream - Request an Estimate - Google Ads,Paused,"Impact Front Doors
https://wrightsimpactwindowanddoor.com/impact-doors/front-doors/?_location=sc",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:44 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1688092057,0,83187434107,, --,County: Sarasota - Door,0,0,0
MCFX - Sale,Enabled,https://tpc.googlesyndication.com/simgad/8729347542571241048,Image,Campaign,Eligible,,Advertiser,"Sep 25, 2023, 4:57 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1688092057,0,53334751743,, --,County: Sarasota - Door,0,0,0
MCFX - SQL,Paused,"Arch Windows
https://wrightsimpactwindowanddoor.com/impact-windows/arch-windows/?_location=bc",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:44 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1585701519,0,83241513036,, --,County: Broward - Window,0,0,0
Local actions - Other engagements,Enabled,https://tpc.googlesyndication.com/simgad/17370865226878292662,Image,Campaign,Eligible,,Advertiser,"Sep 25, 2023, 4:57 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1707794837,0,8905919001,, --,Branded - Search,0,0,0
Wright's - GA4 (web) contactpage_form,Enabled,https://tpc.googlesyndication.com/simgad/17370865226878292662,Image,Campaign,Eligible,,Advertiser,"Sep 25, 2023, 4:57 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1707794837,0,8905919001,, --,Branded - Search,0,0,0
Unbounce Form - Google Ads,Paused,"Customer Reviews
Read Testimonials From Customers of
Wright's Impact Window & Door.
https://wrightsimpactwindowanddoor.com/testimonials/?_location=brevard",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:45 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,15207425943,0,23811751858,, --,County: Brevard - Door,0,0,0
Unbounce Form - Google Ads,Paused,"Hurricane Impact Doors
Protect Your Home & Family with
Hurricane-Rated Impact Doors.
https://wrightsimpactwindowanddoor.com/impact-doors/?_location=lc",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:44 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1688091553,0,23811751417,, --,County: Lee - Door,0,0,0
Wright's - GA4 (web) request_estimate,Paused,"Hurricane Impact Doors
Protect Your Home & Family with
Hurricane-Rated Impact Doors.
https://wrightsimpactwindowanddoor.com/impact-doors/?_location=lc",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:44 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1688091553,0,23811751417,, --,County: Lee - Door,0,0,0
Wright's - GA4 (web) unbounce_submission,Paused,"Request An Estimate
Schedule Your Free Estimate From
Wright's Impact Window & Door Today
https://wrightsimpactwindowanddoor.com/request-estimate/?_location=lc",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:44 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1688091553,0,23811751615,, --,County: Lee - Door,0,0,0
Local actions - Website visits,Enabled,https://tpc.googlesyndication.com/simgad/8729347542571241048,Image,Campaign,Eligible,,Advertiser,"Sep 25, 2023, 4:57 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1707794837,0,53334751743,, --,Branded - Search,0,0,0
MCFX - Sale,Paused,"Impact Windows
Protect Your Home With Hurricane
Impact Windows from Wright's.
https://wrightsimpactwindowanddoor.com/impact-windows/?_location=brevard",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:45 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,15207425943,0,23811751171,, --,County: Brevard - Door,0,0,0
Calls From Ads,Enabled,https://tpc.googlesyndication.com/simgad/8729347542571241048,Image,Campaign,Eligible,,Advertiser,"Sep 25, 2023, 4:57 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1419496987,0,53334751743,, --,County: Martin/Lucie - Door,0,0,0
Wright's - GA4 (web) request_an_estimate,Enabled,https://tpc.googlesyndication.com/simgad/8729347542571241048,Image,Campaign,Eligible,,Advertiser,"Sep 25, 2023, 4:57 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1586071158,0,53334751743,, --,County: Palm Beach & Hendry - Door,0,0,0
Wright's - GA4 (web) unbounce_landing_page_submission,Paused,"Financing Options
Don't Let Cost Prevent You From
Protecting Your Home.
https://wrightsimpactwindowanddoor.com/financing/?_location=cc",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:44 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1688091730,0,23811751372,Consumer Finance (Not restricted), --,County: Collier - Window,0,0,0
Unbounce Landing Page Submission (http://wrightsimpactwindowanddoor.com (WPFX)),Enabled,Sliding Impact Door,Callout,Ad group,Eligible,,Advertiser,"Aug 10, 2023, 10:34 AM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,15207425943,134319765722,95443069873,,Impact Doors - Sliding #1,County: Brevard - Door,0,0,0
MCFX - SQL,Paused,"View Gallery
https://wrightsimpactwindowanddoor.com/gallery/?_location=fk",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:45 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,7936535034,0,23811751669,, --,County: Florida Keys - Door,0,0,0
